Name,Score,Genres,English name,Type,Month Aired,Season,Episodes,Duracion,Rating,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped
Towa no Quon 6: Towa no Quon,7.64,"['Action', 'Sci-Fi', 'Super Power', 'Supernatural']",Towanoquon:Eternal Quon,Movie,Nov,Fall,1,48,PG,2895,31437,38,651,22331,293,163
Soliton no Akuma,5.98,"['Military', 'Drama', 'Sci-Fi']",Soliton no Akuma,Movie,Other,Other,1,90,R,11029,779,0,30,339,19,30
Boku wa Tomodachi ga Sukunai,7.27,"['Ecchi', 'Slice of Life', 'Comedy', 'Harem', 'Romance', 'School']",Haganai:I don't have many friends,TV,Oct,Fall,12,24,R,156,637856,3784,21651,475182,10908,15367
Korekuraide Utau,6.87,['Music'],Korekuraide Utau,Music,May,Spring,1,6,G,8514,2284,4,22,1886,9,22
Mawaru Penguindrum,7.98,"['Mystery', 'Comedy', 'Dementia', 'Psychological', 'Drama']",Penguindrum,TV,Jul,Summer,24,24,R,588,248060,6711,15584,106107,13067,11005
Sojunghan Nal-ui Kkum,6.49,"['Comedy', 'Drama', 'Romance']",Green Days:Dinosaur and I,Movie,Jun,Summer,1,99,PG,9303,1662,2,65,461,28,54
Tennis no Ouji-sama Movie 2: Eikokushiki Teikyuu Shiro Kessen!,7.47,"['Action', 'Comedy', 'Sports', 'School', 'Shounen']",Tennis no Ouji-sama Movie 2: Eikokushiki Teikyuu Shiro Kessen!,Movie,Sep,Fall,1,87,PG,5056,9269,12,157,6729,90,114
Konjiki no Gash Bell!!: Hashire Gash!! Ubawareta Umagon,6.59,"['Adventure', 'Comedy', 'Magic', 'Shounen', 'Supernatural']",Konjiki no Gash Bell!!: Hashire Gash!! Ubawareta Umagon,OVA,Other,Other,1,21,PG,8036,2741,2,61,1542,55,53
Planetes Picture Drama,5.66,"['Comedy', 'Sci-Fi', 'Space']",Planetes Picture Drama,Special,Sep,Fall,9,3,PG,8966,1905,0,55,839,60,83
Precure kara Minna e no Ouen Movie,6.06,"['Fantasy', 'Magic', 'Shoujo']",Precure kara Minna e no Ouen Movie,ONA,May,Spring,1,1,G,9175,1756,0,36,939,20,70
A-Channel: +A-Channel,6.97,"['Comedy', 'School', 'Slice of Life', 'Seinen']",A-Channel:+A-Channel,Special,May,Spring,11,2,PG,3893,17491,15,596,12385,561,383
Panty & Stocking in Sanitarybox,6.42,"['Action', 'Comedy', 'Parody', 'Dementia', 'Supernatural', 'Ecchi']",Panty & Stocking in Sanitarybox,Special,Apr,Spring,1,8,R,2900,31563,51,355,24820,223,177
Pokemon Movie 14 Black: Victini to Shiroki Eiyuu Reshiram,6.63,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Kids']",Pokemon the Movie:Black - Victini and Reshiram,Movie,Jul,Summer,1,96,PG,2808,33177,11,177,29150,184,164
Jingi,6.51,"['Adventure', 'Police', 'Drama']",Jingi,OVA,Dec,Winter,2,50,R,13294,319,0,16,86,9,39
Saru to Kani no Gassen,5.12,['Drama'],Saru to Kani no Gassen,Movie,May,Spring,1,6,G,11508,646,0,21,366,16,86
